pygame 1.9.6
Hello from the pygame community. https://www.pygame.org/contribute.html
         607076 function calls (593376 primitive calls) in 8.885 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        8    0.000    0.000    0.000    0.000 six.py:75(_add_doc)
        5    0.000    0.000    0.000    0.000 six.py:181(_get_module)
        4    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_encode}
        6    0.000    0.000    0.000    0.000 core.py:852(__init__)
        4    0.000    0.000    0.000    0.000 __init__.py:1957(register_finder)
        5    0.000    0.000    0.000    0.000 datetime.py:46(_days_in_month)
        1    0.000    0.000    0.000    0.000 pickle.py:200(_Framer)
        1    0.000    0.000    0.000    0.000 records.py:319(recarray)
        1    0.000    0.000    0.000    0.000 _internal.py:526(_Stream)
        1    0.000    0.000    0.000    0.000 index_tricks.py:296(__init__)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:200(_concrete_ndptr)
        3    0.000    0.000    0.000    0.000 core.py:1368(getmask)
        1    0.000    0.000    0.000    0.000 typing.py:1568(SupportsAbs)
        1    0.000    0.000    0.000    0.000 selectors.py:206(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 tempfile.py:123(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:251(GLint64Array)
        4    0.000    0.000    0.000    0.000 arrayhelpers.py:65(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:154(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4141(Forward)
       12    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
       17    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        8    0.000    0.000    0.000    0.000 _collections_abc.py:392(__subclasshook__)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
        1    0.000    0.000    0.000    0.000 cursors.py:21(<module>)
        1    0.000    0.000    0.000    0.000 traceback.py:318(StackSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:440(TracebackException)
        1    0.000    0.000    0.000    0.000 tokenize.py:45(TokenInfo)
        1    0.000    0.000    0.000    0.000 threading.py:94(_RLock)
        1    0.000    0.000    0.000    0.000 threading.py:246(__enter__)
        1    0.000    0.000    0.000    0.000 threading.py:210(Condition)
        1    0.000    0.000    0.000    0.000 __init__.py:318(CDLL)
        3    0.000    0.000    0.000    0.000 datetime.py:41(_days_before_year)
        2    0.000    0.000    0.000    0.000 pathlib.py:60(__init__)
        1    0.000    0.000    0.000    0.000 records.py:234(record)
        1    0.000    0.000    0.000    0.000 function_base.py:1878(vectorize)
        1    0.000    0.000    0.000    0.000 typing.py:1518(SupportsInt)
        1    0.000    0.000    0.000    0.000 typing.py:1538(SupportsComplex)
        1    0.000    0.000    0.000    0.000 typing.py:1578(SupportsRound)
        2    0.000    0.000    0.000    0.000 inspect.py:72(isclass)
        1    0.000    0.000    0.000    0.000 dis.py:479(Bytecode)
        1    0.000    0.000    0.000    0.000 ssl.py:446(_ASN1Object)
        1    0.000    0.000    0.000    0.000 events.py:163(AbstractServer)
        1    0.000    0.000    0.000    0.000 transports.py:245(_FlowControlMixin)
        1    0.000    0.000    0.000    0.000 proactor_events.py:321(_ProactorBaseWritePipeTransport)
        1    0.000    0.000    0.000    0.000 proactor_events.py:453(_ProactorDatagramTransport)
        1    0.000    0.000    0.000    0.000 tempfile.py:768(TemporaryDirectory)
       10    0.000    0.000    0.000    0.000 case.py:1405(_deprecate)
        1    0.000    0.000    0.000    0.000 _util.py:350(MapWrapper)
        1    0.000    0.000    0.000    0.000 simulator.py:36(Simulator)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:26(HandlerRegistry)
        1    0.000    0.000    0.000    0.000 plistlib.py:139(Data)
        1    0.000    0.000    0.000    0.000 plistlib.py:558(_BinaryPlistParser)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        1    0.000    0.000    0.000    0.000 header.py:413(_ValueFormatter)
        1    0.000    0.000    0.000    0.000 header.py:541(_Accumulator)
        1    0.000    0.000    0.000    0.000 calendar.py:293(TextCalendar)
        1    0.000    0.000    0.000    0.000 six.py:164(_SixMetaPathImporter)
        6    0.000    0.000    0.000    0.000 six.py:189(__get_module)
        1    0.000    0.000    0.000    0.000 requirements.py:75(Requirement)
        1    0.000    0.000    0.000    0.000 pyparsing.py:205(ParseBaseException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3715(ParseElementEnhance)
        1    0.000    0.000    0.000    0.000 sysconfig.py:605(get_platform)
        2    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method scipy._lib._uarray._uarray.set_global_backend}
        4    0.000    0.000    0.000    0.000 __init__.py:2173(register_namespace_handler)
        5    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        5    0.000    0.000    0.000    0.000 lists.py:21(err_on_copy)
        4    0.000    0.000    0.000    0.000 {method 'zfill' of 'str' objects}
        1    0.000    0.000    0.000    0.000 sprite.py:949(LayeredDirty)
        4    0.000    0.000    0.000    0.000 __init__.py:437(__init__)
        1    0.000    0.000    0.000    0.000 datetime.py:1141(tzinfo)
        1    0.000    0.000    0.000    0.000 pathlib.py:56(_Flavour)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1268(StructuredVoidFormat)
        1    0.000    0.000    0.000    0.000 _internal.py:206(dummy_ctype)
        2    0.000    0.000    0.000    0.000 index_tricks.py:145(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:547(__init__)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:179(_ndptr)
        1    0.000    0.000    0.000    0.000 core.py:2389(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 core.py:2607(MaskedIterator)
        2    0.000    0.000    0.000    0.000 core.py:3379(shape)
        1    0.000    0.000    0.000    0.000 typing.py:489(ForwardRef)
        4    0.000    0.000    0.000    0.000 typing.py:886(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:1558(SupportsIndex)
        1    0.000    0.000    0.000    0.000 _backend.py:5(_ScipyBackend)
        1    0.000    0.000    0.000    0.000 _backend.py:30(_backend_from_arg)
        1    0.000    0.000    0.000    0.000 __init__.py:471(StringTemplateStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:1663(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 subprocess.py:188(Handle)
        1    0.000    0.000    0.000    0.000 locks.py:315(Condition)
        1    0.000    0.000    0.000    0.000 queues.py:223(PriorityQueue)
        1    0.000    0.000    0.000    0.000 windows_events.py:43(_OverlappedFuture)
        1    0.000    0.000    0.000    0.000 case.py:245(_AssertWarnsContext)
        1    0.000    0.000    0.000    0.000 difflib.py:746(Differ)
        1    0.000    0.000    0.000    0.000 suite.py:92(TestSuite)
        1    0.000    0.000    0.000    0.000 suite.py:310(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 nosetester.py:115(NoseTester)
        1    0.000    0.000    0.000    0.000 context.py:226(DefaultContext)
        1    0.000    0.000    0.000    0.000 process.py:358(_ParentProcess)
        5    0.000    0.000    0.000    0.000 reduction.py:43(register)
        1    0.000    0.000    0.000    0.000 constant.py:6(Constant)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:28(__init__)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:219(GLcharArray)
        1    0.000    0.000    0.000    0.000 _types.py:32(<listcomp>)
        1    0.000    0.000    0.000    0.000 _lookupint.py:6(LookupInt)
        1    0.000    0.000    0.000    0.000 __init__.py:2086(NoDists)
        1    0.000    0.000    0.000    0.000 zipfile.py:737(_SharedFile)
        1    0.000    0.000    0.000    0.000 plistlib.py:178(UID)
        1    0.000    0.000    0.000    0.000 parser.py:16(Parser)
        1    0.000    0.000    0.000    0.000 _structures.py:39(NegativeInfinity)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3066(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3046(White)
        4    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        1    0.000    0.000    0.000    0.000 sre_parse.py:98(checkgroup)
        1    0.000    0.000    0.000    0.000 threading.py:249(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:900(_set_native_id)
        1    0.000    0.000    0.000    0.000 threading.py:1177(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 pickle.py:263(_Unframer)
        1    0.000    0.000    0.000    0.000 machar.py:18(MachAr)
        1    0.000    0.000    0.000    0.000 index_tricks.py:605(ndindex)
        1    0.000    0.000    0.000    0.000 ast.py:336(NodeVisitor)
        1    0.000    0.000    0.000    0.000 _iotools.py:176(LineSplitter)
        3    0.000    0.000    0.000    0.000 core.py:812(__init__)
        1    0.000    0.000    0.000    0.000 core.py:6532(_extrema_operation)
        1    0.000    0.000    0.000    0.000 typing.py:1548(SupportsBytes)
        4    0.000    0.000    0.000    0.000 inspect.py:2849(return_annotation)
        1    0.000    0.000    0.000    0.000 _base.py:112(_AllCompletedWaiter)
        1    0.000    0.000    0.000    0.000 __init__.py:1190(_StderrHandler)
        1    0.000    0.000    0.000    0.000 selectors.py:60(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 transports.py:9(BaseTransport)
        1    0.000    0.000    0.000    0.000 locks.py:106(Lock)
        1    0.000    0.000    0.000    0.000 locks.py:437(Semaphore)
        1    0.000    0.000    0.000    0.000 tempfile.py:450(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 blas.py:233(<dictcomp>)
        1    0.000    0.000    0.000    0.000 blas.py:234(<dictcomp>)
        1    0.000    0.000    0.000    0.000 orthogonal.py:124(orthopoly1d)
        1    0.000    0.000    0.000    0.000 simulator.py:24(<listcomp>)
        1    0.000    0.000    0.000    0.000 baseplatform.py:360(_NullFunctionPointer)
        3    0.000    0.000    0.000    0.000 arrayhelpers.py:78(__init__)
        1    0.000    0.000    0.000    0.000 converters.py:175(Output)
        4    0.000    0.000    0.000    0.000 __init__.py:344(register_loader_type)
        1    0.000    0.000    0.000    0.000 __init__.py:907(subscribe)
        1    0.000    0.000    0.000    0.000 __init__.py:1630(EmptyProvider)
        1    0.000    0.000    0.000    0.000 __init__.py:1650(ZipManifests)
        1    0.000    0.000    0.000    0.000 zipfile.py:613(LZMACompressor)
        1    0.000    0.000    0.000    0.000 plistlib.py:379(_DumbXMLWriter)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:504(AddressList)
        1    0.000    0.000    0.000    0.000 six.py:173(__init__)
        1    0.000    0.000    0.000    0.000 version.py:42(_BaseVersion)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3064(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3523(MatchFirst)
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        2    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        2    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        3    0.000    0.000    0.000    0.000 copyreg.py:22(constructor)
        4    0.000    0.000    0.000    0.000 core.py:6352(__has_singleton)
        2    0.000    0.000    0.000    0.000 _version.py:70(<listcomp>)
        6    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 PyGL.py:14(GameState)
        1    0.000    0.000    0.000    0.000 sprite.py:587(OrderedUpdates)
        1    0.000    0.000    0.000    0.000 __init__.py:152(WorkerQueue)
        1    0.000    0.000    0.000    0.000 queue.py:220(PriorityQueue)
        1    0.000    0.000    0.000    0.000 queue.py:255(_PySimpleQueue)
        1    0.000    0.000    0.000    0.000 threading.py:261(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:1230(Timer)
        1    0.000    0.000    0.000    0.000 ElementTree.py:492(QName)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1140(_ListDataStream)
        1    0.000    0.000    0.000    0.000 __future__.py:80(_Feature)
        9    0.000    0.000    0.000    0.000 _globals.py:77(__repr__)
        1    0.000    0.000    0.000    0.000 _globals.py:59(_NoValueType)
        1    0.000    0.000    0.000    0.000 parse.py:127(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 _exceptions.py:40(_UFuncBinaryResolutionError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:83(_UFuncInputCastingError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:101(_UFuncOutputCastingError)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:375(errstate)
        1    0.000    0.000    0.000    0.000 arrayprint.py:854(FloatingFormat)
        1    0.000    0.000    0.000    0.000 getlimits.py:293(finfo)
        1    0.000    0.000    0.000    0.000 platform.py:620(_syscmd_file)
        1    0.000    0.000    0.000    0.000 index_tricks.py:110(nd_grid)
        1    0.000    0.000    0.000    0.000 index_tricks.py:554(ndenumerate)
        2    0.000    0.000    0.000    0.000 index_tricks.py:728(__init__)
        1    0.000    0.000    0.000    0.000 _datasource.py:169(__init__)
        1    0.000    0.000    0.000    0.000 _datasource.py:144(_FileOpeners)
        1    0.000    0.000    0.000    0.000 random.py:709(SystemRandom)
        1    0.000    0.000    0.000    0.000 core.py:202(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:983(_MaskedBinaryOperation)
        1    0.000    0.000    0.000    0.000 core.py:6649(_frommethod)
        1    0.000    0.000    0.000    0.000 core.py:7983(_convert2ma)
        1    0.000    0.000    0.000    0.000 __init__.py:109(_FFTModule)
        1    0.000    0.000    0.000    0.000 _backend.py:309(Dispatchable)
        1    0.000    0.000    0.000    0.000 typing.py:281(_Final)
        1    0.000    0.000    0.000    0.000 typing.py:539(TypeVar)
        1    0.000    0.000    0.000    0.000 typing.py:1023(Protocol)
       11    0.000    0.000    0.000    0.000 inspect.py:2535(annotation)
        1    0.000    0.000    0.000    0.000 _base.py:60(_Waiter)
        1    0.000    0.000    0.000    0.000 _base.py:97(_FirstCompletedWaiter)
        1    0.000    0.000    0.000    0.000 __init__.py:688(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:1038(StreamHandler)
        1    0.000    0.000    0.000    0.000 ssl.py:153(<dictcomp>)
        1    0.000    0.000    0.000    0.000 events.py:25(Handle)
        1    0.000    0.000    0.000    0.000 exceptions.py:29(IncompleteReadError)
        1    0.000    0.000    0.000    0.000 exceptions.py:46(LimitOverrunError)
        1    0.000    0.000    0.000    0.000 protocols.py:9(BaseProtocol)
        1    0.000    0.000    0.000    0.000 protocols.py:66(Protocol)
        1    0.000    0.000    0.000    0.000 transports.py:166(DatagramTransport)
        1    0.000    0.000    0.000    0.000 transports.py:191(SubprocessTransport)
        1    0.000    0.000    0.000    0.000 streams.py:135(FlowControlMixin)
        1    0.000    0.000    0.000    0.000 windows_events.py:165(_WaitCancelFuture)
        1    0.000    0.000    0.000    0.000 windows_events.py:189(_WaitHandleFuture)
        1    0.000    0.000    0.000    0.000 windows_events.py:241(PipeServer)
        1    0.000    0.000    0.000    0.000 tempfile.py:407(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 case.py:208(_AssertRaisesContext)
        1    0.000    0.000    0.000    0.000 case.py:302(_CapturingHandler)
        1    0.000    0.000    0.000    0.000 case.py:321(_AssertLogsContext)
        1    0.000    0.000    0.000    0.000 pprint.py:77(_safe_key)
        1    0.000    0.000    0.000    0.000 argparse.py:107(_AttributeHolder)
        1    0.000    0.000    0.000    0.000 argparse.py:758(Action)
        1    0.000    0.000    0.000    0.000 argparse.py:1565(_ArgumentGroup)
        1    0.000    0.000    0.000    0.000 _util.py:139(DeprecatedImport)
        1    0.000    0.000    0.000    0.000 context.py:203(reducer)
        1    0.000    0.000    0.000    0.000 _spherical_voronoi.py:23(SphericalVoronoi)
        1    0.000    0.000    0.000    0.000 rotation.py:1971(Slerp)
        1    0.000    0.000    0.000    0.000 _rotation_spline.py:251(RotationSpline)
        1    0.000    0.000    0.000    0.000 plugins.py:42(PlatformPlugin)
        1    0.000    0.000    0.000    0.000 logs.py:28(_LoggedFunction)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:194(GLclampdArray)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:199(GLclampfArray)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:235(GLubyteArray)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:241(GLushortArray)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:256(GLuint64Array)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:269(GLvoidpArray)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:274(GLfixedArray)
        1    0.000    0.000    0.000    0.000 arrayhelpers.py:34(AsArrayOfType)
        1    0.000    0.000    0.000    0.000 converters.py:159(getPyArgsName)
        1    0.000    0.000    0.000    0.000 converters.py:214(OutputOrInput)
        1    0.000    0.000    0.000    0.000 extensions.py:215(_Alternate)
        4    0.000    0.000    0.000    0.000 GL_1_5.py:43(<lambda>)
        2    0.000    0.000    0.000    0.000 GL_2_0.py:280(_afterCheck)
        4    0.000    0.000    0.000    0.000 GL_3_0.py:163(<lambda>)
        1    0.000    0.000    0.000    0.000 vbo.py:353(VBOOffset)
        1    0.000    0.000    0.000    0.000 renderer.py:6(Shader)
        1    0.000    0.000    0.000    0.000 __init__.py:120(PEP440Warning)
        1    0.000    0.000    0.000    0.000 __init__.py:1109(ExtractionError)
        1    0.000    0.000    0.000    0.000 __init__.py:3289(PkgResourcesDeprecationWarning)
        1    0.000    0.000    0.000    0.000 zipfile.py:636(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:775(_Tellable)
        1    0.000    0.000    0.000    0.000 zipfile.py:1954(PyZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:2242(FastLookup)
        1    0.000    0.000    0.000    0.000 errors.py:33(MessageDefect)
        1    0.000    0.000    0.000    0.000 errors.py:93(NonPrintableDefect)
        1    0.000    0.000    0.000    0.000 six.py:103(MovedModule)
        1    0.000    0.000    0.000    0.000 six.py:124(_LazyModule)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2606(Word)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2838(QuotedString)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3104(GoToColumn)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3195(StringEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3962(Optional)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4234(Combine)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4390(OnlyOnce)
        1    0.000    0.000    0.000    0.000 markers.py:44(Node)
        1    0.000    0.000    0.000    0.000 markers.py:272(Marker)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_io.BufferedWriter' objects}
        1    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        1    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 version.py:5(<module>)
        5    0.000    0.000    0.000    0.000 datetime.py:441(_check_tzinfo_arg)
        1    0.000    0.000    0.000    0.000 parse.py:180(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:36(<dictcomp>)
        5    0.000    0.000    0.000    0.000 typing.py:286(__init_subclass__)
        1    0.000    0.000    0.000    0.000 _base.py:75(_AsCompletedWaiter)
        1    0.000    0.000    0.000    0.000 subprocess.py:165(STARTUPINFO)
        1    0.000    0.000    0.000    0.000 locks.py:15(_ContextManager)
        1    0.000    0.000    0.000    0.000 reduction.py:104(DupHandle)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:214(GLbyteArray)
        1    0.000    0.000    0.000    0.000 converters.py:7(Converter)
        1    0.000    0.000    0.000    0.000 latebind.py:10(LateBind)
        1    0.000    0.000    0.000    0.000 latebind.py:49(Curry)
        1    0.000    0.000    0.000    0.000 __init__.py:3070(RequirementParseError)
        4    0.000    0.000    0.000    0.000 six.py:184(find_module)
        1    0.000    0.000    0.000    0.000 specifiers.py:15(InvalidSpecifier)
        2    0.000    0.000    0.000    0.000 sysconfig.py:181(_get_default_scheme)
        7    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        6    0.000    0.000    0.000    0.000 _type_aliases.py:113(<genexpr>)
        1    0.000    0.000    0.000    0.000 compat.py:74(get_BytesIO)
        1    0.000    0.000    0.000    0.000 threading.py:456(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:896(_set_ident)
        1    0.000    0.000    0.000    0.000 __init__.py:396(PyDLL)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 parse.py:315(DefragResult)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:36(TypeNADict)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1258(SubArrayFormat)
        1    0.000    0.000    0.000    0.000 records.py:81(_OrderedCounter)
        1    0.000    0.000    0.000    0.000 getlimits.py:34(MachArLike)
        1    0.000    0.000    0.000    0.000 _internal.py:848(recursive)
        1    0.000    0.000    0.000    0.000 index_tricks.py:210(MGridClass)
        1    0.000    0.000    0.000    0.000 linalg.py:52(LinAlgError)
        1    0.000    0.000    0.000    0.000 core.py:91(MaskedArrayFutureWarning)
        3    0.000    0.000    0.000    0.000 core.py:873(__init__)
        1    0.000    0.000    0.000    0.000 core.py:883(_DomainGreaterEqual)
        1    0.000    0.000    0.000    0.000 core.py:2395(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:303(_fromnxfunction_args)
        1    0.000    0.000    0.000    0.000 typing.py:532(__hash__)
        1    0.000    0.000    0.000    0.000 typing.py:1731(_TypedDictMeta)
        1    0.000    0.000    0.000    0.000 inspect.py:892(BlockFinder)
        1    0.000    0.000    0.000    0.000 _base.py:44(Error)
        1    0.000    0.000    0.000    0.000 _base.py:142(_AcquireFutures)
        1    0.000    0.000    0.000    0.000 __init__.py:272(LogRecord)
        1    0.000    0.000    0.000    0.000 __init__.py:767(Filterer)
        1    0.000    0.000    0.000    0.000 __init__.py:1121(FileHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1731(RootLogger)
        1    0.000    0.000    0.000    0.000 subprocess.py:415(CompletedProcess)
        1    0.000    0.000    0.000    0.000 protocols.py:181(SubprocessProtocol)
        1    0.000    0.000    0.000    0.000 proactor_events.py:581(_ProactorDuplexPipeTransport)
        1    0.000    0.000    0.000    0.000 argparse.py:924(_StoreFalseAction)
        1    0.000    0.000    0.000    0.000 signals.py:9(_InterruptHandler)
        1    0.000    0.000    0.000    0.000 context.py:14(ProcessError)
        1    0.000    0.000    0.000    0.000 context.py:229(__init__)
        1    0.000    0.000    0.000    0.000 context.py:321(SpawnProcess)
        1    0.000    0.000    0.000    0.000 <decorator-gen-4>:1(<module>)
        1    0.000    0.000    0.000    0.000 codata.py:1559(ConstantWarning)
        1    0.000    0.000    0.000    0.000 plugins.py:58(FormatHandler)
        1    0.000    0.000    0.000    0.000 constant.py:63(StringConstant)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:209(GLdoubleArray)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:246(GLuintArray)
        1    0.000    0.000    0.000    0.000 converters.py:222(SizedOutput)
        1    0.000    0.000    0.000    0.000 converters.py:253(returnCArgument)
        1    0.000    0.000    0.000    0.000 _null.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:251(ResolutionError)
        1    0.000    0.000    0.000    0.000 __init__.py:330(UnknownExtra)
        1    0.000    0.000    0.000    0.000 __init__.py:1129(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1914(PathMetadata)
        1    0.000    0.000    0.000    0.000 errors.py:8(MessageError)
        1    0.000    0.000    0.000    0.000 calendar.py:160(setfirstweekday)
        1    0.000    0.000    0.000    0.000 pyparsing.py:314(_ParseResultsWithOffset)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2398(Literal)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2504(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2527(CaselessKeyword)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3461(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3792(FollowedBy)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4278(Group)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4299(Dict)
        4    0.000    0.000    0.000    0.000 pyparsing.py:4383(postParse)
        1    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 sprite.py:558(RenderUpdates)
        1    0.000    0.000    0.000    0.000 sprite.py:1312(collide_rect_ratio)
        1    0.000    0.000    0.000    0.000 sprite.py:1402(collide_circle_ratio)
        1    0.000    0.000    0.000    0.000 __init__.py:210(FuncResult)
        1    0.000    0.000    0.000    0.000 tokenize.py:157(TokenError)
        1    0.000    0.000    0.000    0.000 threading.py:1260(_MainThread)
        1    0.000    0.000    0.000    0.000 ElementTree.py:106(ParseError)
        1    0.000    0.000    0.000    0.000 ElementPath.py:334(_SelectorContext)
        1    0.000    0.000    0.000    0.000 _globals.py:32(ModuleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:153(py_object)
        1    0.000    0.000    0.000    0.000 __init__.py:162(c_short)
        1    0.000    0.000    0.000    0.000 __init__.py:237(c_char_p)
        1    0.000    0.000    0.000    0.000 __init__.py:414(HRESULT)
        1    0.000    0.000    0.000    0.000 __init__.py:436(LibraryLoader)
        1    0.000    0.000    0.000    0.000 _endian.py:46(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 pathlib.py:390(_Accessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:475(_Selector)
        1    0.000    0.000    0.000    0.000 pathlib.py:993(PurePosixPath)
        1    0.000    0.000    0.000    0.000 parse.py:210(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:323(SplitResult)
        1    0.000    0.000    0.000    0.000 pickle.py:73(PickleError)
        1    0.000    0.000    0.000    0.000 pickle.py:84(UnpicklingError)
        1    0.000    0.000    0.000    0.000 numerictypes.py:429(_typedict)
        1    0.000    0.000    0.000    0.000 numeric.py:74(ComplexWarning)
        1    0.000    0.000    0.000    0.000 _exceptions.py:34(UFuncTypeError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:56(_UFuncNoLoopError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:125(AxisError)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1143(IntegerFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1166(ComplexFloatingFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1221(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:47(PytestTester)
        1    0.000    0.000    0.000    0.000 index_tricks.py:257(OGridClass)
        1    0.000    0.000    0.000    0.000 ast.py:394(NodeTransformer)
        1    0.000    0.000    0.000    0.000 ast.py:465(_ABC)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:16(DummyArray)
        1    0.000    0.000    0.000    0.000 utils.py:58(_Deprecate)
        1    0.000    0.000    0.000    0.000 polyutils.py:62(RankWarning)
        1    0.000    0.000    0.000    0.000 core.py:803(_DomainCheckInterval)
        1    0.000    0.000    0.000    0.000 core.py:899(_MaskedUFunc)
        1    0.000    0.000    0.000    0.000 core.py:909(_MaskedUnaryOperation)
        1    0.000    0.000    0.000    0.000 core.py:1131(_DomainedBinaryOperation)
        1    0.000    0.000    0.000    0.000 _testutils.py:16(FPUModeChangeWarning)
